X,Y,OBJECTID_1,Station,Station_Ty,County,Region,Division,Country,Lifesaving,Lifesavi_1,Lat_Dec_De,Long_Dec_D,URL
-5.12479280199994,55.535229375,175,Arran (Lamlash),ILB,North Ayrshire,Scotland,Central & Shetland,GBR,Scotland,33,55.53525925,-5.12477922,https://rnli.org/find-my-nearest/lifeboat-stations/arran-lifeboat-station
-5.60186772999998,55.4251988720001,176,Campbeltown,ALB/ILB,Argyll and Bute,Scotland,Central & Shetland,GBR,Scotland,33,55.4251709,-5.60196304,https://rnli.org/find-my-nearest/lifeboat-stations/campbeltown-lifeboat-station
-6.10479957599995,55.847496,177,Islay,ALB,Argyll and Bute,Scotland,Central & Shetland,GBR,Scotland,33,55.84852219,-6.10505915,https://rnli.org/find-my-nearest/lifeboat-stations/islay-lifeboat-station
-5.47959170399997,56.4110718840001,178,Oban,ALB,Argyll and Bute,Scotland,Highlands,GBR,Scotland,33,56.41102982,-5.47961903,https://rnli.org/find-my-nearest/lifeboat-stations/oban-lifeboat-station
-5.23263679399997,55.906743427,179,Tighnabruaich,ILB,Argyll and Bute,Scotland,Central & Shetland,GBR,Scotland,33,55.90673447,-5.23264122,https://rnli.org/find-my-nearest/lifeboat-stations/tighnabruaich-lifeboat-station
-6.06430446299993,56.623206044,180,Tobermory,ALB,Argyll and Bute,Scotland,Highlands,GBR,Scotland,33,56.62326813,-6.06437778,https://rnli.org/find-my-nearest/lifeboat-stations/tobermory-lifeboat-station
-7.48712866399995,56.9541098940001,181,Barra Island,ALB,Western Isles,Scotland,Central & Shetland,GBR,Scotland,32,56.95412445,-7.48712397,https://rnli.org/find-my-nearest/lifeboat-stations/barra-island-lifeboat-station
-5.71459491099995,57.280223988,182,Kyle of Lochalsh,ILB,Highland,Scotland,Highlands,GBR,Scotland,2,57.28015518,-5.71470404,https://rnli.org/find-my-nearest/lifeboat-stations/kyle-of-lochalsh-lifeboat-station
-7.02484066299996,57.767643531,183,Leverburgh,ALB,Highland,Scotland,Highlands,GBR,Scotland,34,57.767806,-7.023783,https://rnli.org/find-my-nearest/lifeboat-stations/leverburgh-lifeboat-station
-5.24770136699993,58.1468913530001,184,Lochinver,ALB,Highland,Scotland,Highlands,GBR,Scotland,2,58.14678955,-5.24759722,https://rnli.org/find-my-nearest/lifeboat-stations/lochinver-lifeboat-station
-5.82869999999997,57.006,185,Mallaig,ALB,Highland,Scotland,Highlands,GBR,Scotland,33,57.00628662,-5.82900906,https://rnli.org/find-my-nearest/lifeboat-stations/mallaig-lifeboat-station
-6.18990915099994,57.4107143680001,186,Portree,ALB,Highland,Scotland,Highlands,GBR,Scotland,2,57.41078949,-6.19001818,https://rnli.org/find-my-nearest/lifeboat-stations/portree-lifeboat-station
-6.38917134999997,58.2100388760001,187,Stornoway,ALB,Western Isles,Scotland,Highlands,GBR,Scotland,2,58.21006393,-6.38903809,https://rnli.org/find-my-nearest/lifeboat-stations/stornoway-lifeboat-station
-5.66715545199997,54.6657210070001,188,Bangor (Co Down),ILB,County Down,Ireland,North & IOM,GBR,Ireland,35,54.66569519,-5.66716719,https://rnli.org/find-my-nearest/lifeboat-stations/bangor-lifeboat-station
-5.53200017399996,54.6434258080001,189,Donaghadee,ALB,County Down,Ireland,North & IOM,GBR,Ireland,35,54.64343262,-5.53198385,https://rnli.org/find-my-nearest/lifeboat-stations/donaghadee-lifeboat-station
-7.67999999999995,54.4228000000001,190,Enniskillen,ILB,County Fermanagh,Ireland,North & IOM,GBR,Ireland,41,54.42248535,-7.68214417,https://rnli.org/find-my-nearest/lifeboat-stations/enniskillen-lifeboat-station
-5.80009999999993,54.8467000000001,192,Larne,ALB/ILB,County Antrim,Ireland,North & IOM,GBR,Ireland,35,54.84673309,-5.80012894,https://rnli.org/find-my-nearest/lifeboat-stations/larne-lifeboat-station
-6.65661118899993,55.2068188920001,193,Portrush,ALB/ILB,County Antrim,Ireland,North & IOM,GBR,Ireland,35,55.20681,-6.65661478,https://rnli.org/find-my-nearest/lifeboat-stations/portrush-lifeboat-station
-6.05348184599995,55.0749711650001,194,Red Bay,ALB/ILB,County Antrim,Ireland,North & IOM,GBR,Ireland,35,55.07499695,-6.05346394,https://rnli.org/find-my-nearest/lifeboat-stations/red-bay-lifeboat-station
-4.46959817799996,54.1449526010001,195,Douglas,ALB,Isle Of Man,WalesAndWest,North & IOM,GBR,WalesAndWest,46,54.14487076,-4.46974611,https://rnli.org/find-my-nearest/lifeboat-stations/douglas-lifeboat-station
-5.98964509599995,54.0586544350001,196,Kilkeel,ILB,County Down,Ireland,North & IOM,GBR,Ireland,36,54.05849075,-5.99019098,https://rnli.org/find-my-nearest/lifeboat-stations/kilkeel-lifeboat-station
-5.88713368099997,54.1980533080001,197,Newcastle (Co Down),ALB/ILB,County Down,Ireland,North & IOM,GBR,Ireland,36,54.19796371,-5.8871541,https://rnli.org/find-my-nearest/lifeboat-stations/newcastle-lifeboat-station
-4.69801407299997,54.227063527,198,Peel,ALB,Isle Of Man,WalesAndWest,North & IOM,GBR,WalesAndWest,46,54.22709656,-4.69805002,https://rnli.org/find-my-nearest/lifeboat-stations/peel-lifeboat-station
-4.76797218199994,54.0851357060001,199,Port Erin,ILB,Isle Of Man,WalesAndWest,North & IOM,GBR,WalesAndWest,46,54.08519363,-4.76800919,https://rnli.org/find-my-nearest/lifeboat-stations/port-erin-lifeboat-station
-4.73450904999993,54.070465815,200,Port St Mary,ALB/ILB,Isle Of Man,WalesAndWest,North & IOM,GBR,WalesAndWest,46,54.07045364,-4.73450089,https://rnli.org/find-my-nearest/lifeboat-stations/port-st-mary-lifeboat-station
-5.54938245999995,54.3810295700001,201,Portaferry,ILB,County Down,Ireland,North & IOM,GBR,Ireland,36,54.38088608,-5.54928923,https://rnli.org/find-my-nearest/lifeboat-stations/portaferry-lifeboat-station
-4.37838817099993,54.3226257900001,202,Ramsey,ALB,Isle Of Man,WalesAndWest,North & IOM,GBR,WalesAndWest,46,54.32255936,-4.37840509,https://rnli.org/find-my-nearest/lifeboat-stations/ramsey-lifeboat-station
-6.14510280799993,52.791971233,203,Arklow,ALB,County Wicklow,Ireland,Central,IRL,Ireland,37,52.79195404,-6.14506197,https://rnli.org/find-my-nearest/lifeboat-stations/arklow-lifeboat-station
-6.23538451499996,53.7884079500001,204,Clogher Head,ALB,County Louth,Ireland,Central,IRL,Ireland,36,53.78845215,-6.23533487,https://rnli.org/find-my-nearest/lifeboat-stations/clogher-head-lifeboat-station
-6.12989568999996,53.293085601,205,Dun Laoghaire,ALB/ILB,County Dublin,Ireland,Central,IRL,Ireland,37,53.29369736,-6.131042,https://rnli.org/find-my-nearest/lifeboat-stations/dun-laoghaire-lifeboat-station
-6.06825495199996,53.38962245,206,Howth,ALB/ILB,County Dublin,Ireland,Central,IRL,Ireland,36,53.38960648,-6.06827021,https://rnli.org/find-my-nearest/lifeboat-stations/howth-lifeboat-station
-7.92837916499997,53.4640333890001,207,Lough Ree,ILB,County Westmeath,Ireland,Central,IRL,Ireland,37,53.464049,-7.928368,https://rnli.org/find-my-nearest/lifeboat-stations/lough-ree-lifeboat-station
-6.10564606199995,53.5858272410001,208,Skerries,ILB,County Dublin,Ireland,Central,IRL,Ireland,36,53.58582687,-6.10565185,https://rnli.org/find-my-nearest/lifeboat-stations/skerries-lifeboat-station
-6.03268399999996,52.9816010000001,209,Wicklow,ALB/ILB,County Wicklow,Ireland,Central,IRL,Ireland,37,52.98164368,-6.03272486,https://rnli.org/find-my-nearest/lifeboat-stations/wicklow-lifeboat-station
-6.22591327799995,52.643506345,210,Courtown,ILB,County Wexford,Ireland,Central,IRL,Ireland,37,52.64348984,-6.22582579,https://rnli.org/find-my-nearest/lifeboat-stations/courtown-lifeboat-station
-6.99251791399996,52.1470772930001,211,Dunmore East,ALB,County Waterford,Ireland,South,IRL,Ireland,38,52.14705658,-6.99252987,https://rnli.org/find-my-nearest/lifeboat-stations/dunmore-east-lifeboat-station
-6.83820344599997,52.187758392,212,Fethard,ILB,County Wexford,Ireland,South,IRL,Ireland,38,52.18775558,-6.83819819,https://rnli.org/find-my-nearest/lifeboat-stations/fethard-lifeboat-station
-7.53979999999996,52.0538000000001,213,Helvick Head,ILB,County Waterford,Ireland,South,IRL,Ireland,38,52.05461121,-7.54407215,https://rnli.org/find-my-nearest/lifeboat-stations/helvick-head-lifeboat-station
-6.58987655299995,52.1733543340001,214,Kilmore Quay,ALB,County Wexford,Ireland,South,IRL,Ireland,38,52.17327881,-6.58971786,https://rnli.org/find-my-nearest/lifeboat-stations/kilmore-quay-lifeboat-station
-6.33581490499995,52.2539755560001,215,Rosslare Harbour,ALB,County Wexford,Ireland,Central,IRL,Ireland,38,52.25397873,-6.33573723,https://rnli.org/find-my-nearest/lifeboat-stations/rosslare-harbour-lifeboat-station
-7.16056204799997,52.1540963590001,216,Tramore,ILB,County Waterford,Ireland,South,IRL,Ireland,38,52.15410995,-7.16057301,https://rnli.org/find-my-nearest/lifeboat-stations/tramore-lifeboat-station
-6.46163487099994,52.34189115,217,Wexford,ILB,County Wexford,Ireland,Central,IRL,Ireland,37,52.34187317,-6.46169901,https://rnli.org/find-my-nearest/lifeboat-stations/wexford-lifeboat-station
-7.84418788399995,51.9514566280001,218,Youghal,ILB,County Cork,Ireland,South,IRL,Ireland,38,51.95144272,-7.84411812,https://rnli.org/find-my-nearest/lifeboat-stations/youghal-lifeboat-station
-8.00168213299997,51.826984275,219,Ballycotton,ALB,County Cork,Ireland,South,IRL,Ireland,39,51.82696152,-8.00167561,https://rnli.org/find-my-nearest/lifeboat-stations/ballycotton-lifeboat-station
-9.37208324199997,51.487760827,220,Baltimore,ALB/ILB,County Cork,Ireland,South,IRL,Ireland,39,51.4877243,-9.37198353,https://rnli.org/find-my-nearest/lifeboat-stations/baltimore-lifeboat-station
-9.90190076999994,51.6489782530001,221,Castletownbere,ALB,County Cork,Ireland,South,GBR,Ireland,39,51.64899063,-9.90193844,https://rnli.org/find-my-nearest/lifeboat-stations/castletownbere-lifeboat-station
-8.70927575399998,51.6349414760001,222,Courtmacsherry Harbour,ALB,County Cork,Ireland,South,IRL,Ireland,39,51.63493729,-8.70929146,https://rnli.org/find-my-nearest/lifeboat-stations/courtmacsherry-harbour-lifeboat-station
-8.29790975099996,51.804435498,223,Crosshaven,ILB,County Cork,Ireland,South,IRL,Ireland,39,51.80447388,-8.29796124,https://rnli.org/find-my-nearest/lifeboat-stations/crosshaven-lifeboat-station
-8.51799999999997,51.7001000000001,224,Kinsale,ILB,County Cork,Ireland,South,IRL,Ireland,39,51.70141983,-8.51908684,https://rnli.org/find-my-nearest/lifeboat-stations/kinsale-lifeboat-station
-9.13395289599993,51.5587120800001,225,Union Hall,ILB,County Cork,Ireland,South,IRL,Ireland,39,51.55871208,-9.1339529,https://rnli.org/find-my-nearest/lifeboat-stations/union-hall-lifeboat-station
-9.66794015099993,53.1230799430001,226,Aran Islands,ALB,County Galway,Ireland,Central,IRL,Ireland,40,53.1198349,-9.66784287,https://rnli.org/find-my-nearest/lifeboat-stations/aran-islands-lifeboat-station
-10.02977766,53.485853283,227,Clifden,ALB/ILB,County Galway,Ireland,Central,IRL,Ireland,40,53.486161,-10.050669,https://rnli.org/find-my-nearest/lifeboat-stations/clifden-lifeboat-station
-9.86312125399996,52.2717120990001,228,Fenit,ALB/ILB,County Kerry,Ireland,South,IRL,Ireland,40,52.27170181,-9.86300755,https://rnli.org/find-my-nearest/lifeboat-stations/fenit-lifeboat-station
-9.04686981699996,53.2691604710001,229,Galway,ILB,County Galway,Ireland,Central,IRL,Ireland,40,53.26913834,-9.04687881,https://rnli.org/find-my-nearest/lifeboat-stations/galway-lifeboat-station
-9.50056992699996,52.6299449210001,230,Kilrush,ILB,County Clare,Ireland,South,IRL,Ireland,40,52.62997055,-9.50054836,https://rnli.org/find-my-nearest/lifeboat-stations/kilrush-lifeboat-station
-8.27591031699995,52.925978457,231,Lough Derg,ILB,County Donegal,Ireland,Central,IRL,Ireland,37,52.9260788,-8.27563,https://rnli.org/find-my-nearest/lifeboat-stations/lough-derg-lifeboat-station
-10.288281723,51.9268171080001,232,Valentia,ALB,County Kerry,Ireland,South,IRL,Ireland,39,51.92696762,-10.2881918,https://rnli.org/find-my-nearest/lifeboat-stations/valentia-lifeboat-station
-9.94469699999996,53.8827860000001,233,Achill Island,ALB,County Mayo,Ireland,Central,IRL,Ireland,40,53.88277435,-9.94461155,https://rnli.org/find-my-nearest/lifeboat-stations/achill-island-lifeboat-station
-8.49831141599998,54.9971300450001,234,Arranmore,ALB,County Donegal,Ireland,North & IOM,IRL,Ireland,41,54.99696732,-8.49843979,https://rnli.org/find-my-nearest/lifeboat-stations/arranmore-lifeboat-station
-9.89322199999998,54.253746,235,Ballyglass,ALB/ILB,County Mayo,Ireland,Central,IRL,Ireland,40,54.25379181,-9.89318848,https://rnli.org/find-my-nearest/lifeboat-stations/ballyglass-lifeboat-station
-8.28909125399997,54.477008697,236,Bundoran,ILB,County Donegal,Ireland,North & IOM,IRL,Ireland,41,54.47702026,-8.28913593,https://rnli.org/find-my-nearest/lifeboat-stations/bundoran-lifeboat-station
-7.47345682999998,55.1408758110001,237,Lough Swilly,ALB/ILB,County Donegal,Ireland,North & IOM,IRL,Ireland,41,55.14090347,-7.47342777,https://rnli.org/find-my-nearest/lifeboat-stations/lough-swilly-lifeboat-station
-8.56792726699996,54.3050586670001,238,Sligo Bay,ILB,County Sligo,Ireland,North & IOM,IRL,Ireland,41,54.30506516,-8.56790924,https://rnli.org/find-my-nearest/lifeboat-stations/sligo-bay-lifeboat-station
-7.54842299999996,54.287517,239,Carrybridge,ILB,COUNTY FER,Ireland,,GBR,Ireland,41,54.287517,-7.548423,https://rnli.org/find-my-nearest/lifeboat-stations/carrybridge-lifeboat-station
